553;Parcines - Partschins ;11.0749697222222;46.6832566666667;0;13 ME /
555;Tel 1 - Toell 1;11.0842097222222;46.6772913888889;0;13 ME / 
554;Tel 1 - Toell 1;11.08426;46.6772261111111;0;13 ME / 
6;Tel 2 - Toell 2;11.0872902777778;46.6786677777778;0;13 ME / 
99;Tel 2 - Toell 2;11.0882569444444;46.6789213888889;0;13 ME / 
557;Tel 3 - Toell 3;11.0918163888889;46.6803761111111;0;13 ME / 
556;Tel 3 - Toell 3;11.0918991666667;46.6804291666667;0;13 ME / 
558;Bivio Plars di sopra - Abzw. Oberplars;11.0971094444444;46.6831755555556;0;13 ME / 
559;Bivio Plars di sopra - Abzw. Oberplars;11.0980238888889;46.6831783333333;0;13 ME / 
561;Plars di mezzo 2 - Mitterplars 2;11.1066036111111;46.6827372222222;0;13 ME / 
560;Plars di mezzo 2 - Mitterplars 2;11.1067238888889;46.6826894444444;0;13 ME / 
563;Plars di mezzo 1 - Mitterplars 1;11.1128063888889;46.6842338888889;0;13 ME / 
562;Plars di mezzo 1 - Mitterplars 1;11.1129252777778;46.6843369444444;0;13 ME / 
565;Plars Seggiovia Velloi - Sessellift Vellau;11.1138311111111;46.6855472222222;0;13 ME / 
564;Plars Seggiovia Velloi - Sessellift Vellau;11.1139755555556;46.6856288888889;0;13 ME / 
9620;Lagundo scuole - Algund Schulen;11.118705;46.6820108333333;0;11 ME / 12 ME / SCOL_ME / VARIANTI / 
552;Foresta - Forst;11.1187938888889;46.6779305555556;0;12 ME / VARIANTI / 
569;Lagundo Comune - Gemeinde Algund;11.1215519444444;46.6833725;0;13 ME / 
568;Lagundo Comune - Gemeinde Algund;11.12157;46.683335;0;11 ME / 13 ME / VARIANTI / 
9665;via Tramontana 3 - Noerderstr. 3;11.1215438888889;46.6759280555556;0;12 ME / 
9664;via Tramontana 3 - Noerderstr. 3;11.1216427777778;46.6759686111111;0;12 ME / NIGHTSH / 
9610;via Thalguter - Thalguter Str.;11.1252422222222;46.6805869444444;0;13 ME / 
100;via Weingartner 1 - Weingartnerweg 1;11.1268302777778;46.6791641666667;0;11 ME / 12 ME / 13 ME / NIGHTSH / VARIANTI / 
5;via Weingartner 1 - Weingartnerstr. 1;11.1272116666667;46.6792261111111;0;11 ME / 12 ME / 13 ME / VARIANTI / 
9918;via Tramontana 2 - Noerderstr. 2;11.1295294444444;46.6737144444444;0;12 ME / 
9917;via Tramontana 2 - Noerderstr. 2;11.1295511111111;46.6737966666667;0;12 ME / NIGHTSH / 
820;via Weingartner 2 - Weingartnerstr. 2;11.1306016666667;46.6794391666667;0;11 ME / 12 ME / 13 ME / VARIANTI / 
